,title,company,salary,summary,location,link
556,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
557,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
558,Senior C# Software Developer,Instem,,"Mentor junior or new team members.
Development of new and existing product features.
Design and maintain the product base.
Diagnosis and fixing of faults.",Remote in United Kingdom,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DKJsHbSgf-wvo0cXEyZQHv46nLgoSzEYyjd7LnpxRP1367HcLEOIW2Ew3m6rn0C8hMKOI5hbcgiKBQrZ-_KjK66zd8-COsJJoZ7EXhHj08_-YHH_msr26KRL4UmG8Anth6qtl02So5JnMis-yVYEowLokA4BtC0vhRt8zCKZTV_yMIeKXsZrO1n5JksMC7lTPEFxTQ_jpt-y1whHu9pHd6iQ6ihWMrSd3MZfmbJaHmazYTcHUlxUN6C5GFLVcMq6k6a79z9aDTSn2TtTYEjDr5AH5SqICFBujxB2voo1L9bgqBKUcYAFHJeeYzF6LY3yrJ6sdt2Ydn-MM8Z8BihQhPN9wfUh3clAjwQZlPu3kb9oyS9JMWzkt6aUWpoMKrUMVhHsgqbuECIZv0aypCbWb_OzU15c_sWZiCRN3zW95td3sqzd3l1Ao_9Som62fSngjc9SM06ipRUnIvSdMvQ2ThyoESkvCduRkBUu3SOoD68k5TsFr60GEpF-tIvCtCKELewZii-H2RWyb15CI4z38CQ66ObPPVd8_AbexlUszcX_-pI2d0ZhL2kGvQisoau9U=&p=0&fvj=0&vjs=3
559,"Senior Backend Engineer (Python) - Europe, Remote - US Time...",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=0c53dc3666a330b8&fccid=56947a13dff13841&vjs=3
560,Senior Go Developer - API as Integration,Tyk Technologies,,"Designing highly-available distributed software.
Passion for continuously improvement software delivery lifecycle.
Strong backend engineering experience in Go.",Remote,https://uk.indeed.com/rc/clk?jk=286bb01f18024d25&fccid=9bb8592b4cd180d0&vjs=3
561,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
562,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
563,DevOps Engineer - Azure - United Kingdom,Solo Search,,"Experience of mentoring more junior members of the team.
Suitable for: DevOps Engineer with approx.
The Azure DevOps Engineer will join an experienced and cross…",Remote,https://uk.indeed.com/rc/clk?jk=d1b38e1b28e0fd17&fccid=f4901df633921284&vjs=3
564,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
565,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
566,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
567,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
568,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
569,"Senior Backend Engineer (Python) - Payments - Europe, Remote",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=cefc362cf84bd06e&fccid=56947a13dff13841&vjs=3
570,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
571,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
572,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
573,"Senior Backend Engineer (Python) - Europe, Remote - US Time...",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=0c53dc3666a330b8&fccid=56947a13dff13841&vjs=3
574,Senior Go Developer - API as Integration,Tyk Technologies,,"Designing highly-available distributed software.
Passion for continuously improvement software delivery lifecycle.
Strong backend engineering experience in Go.",Remote,https://uk.indeed.com/rc/clk?jk=286bb01f18024d25&fccid=9bb8592b4cd180d0&vjs=3
575,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
576,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
577,DevOps Engineer - Azure - United Kingdom,Solo Search,,"Experience of mentoring more junior members of the team.
Suitable for: DevOps Engineer with approx.
The Azure DevOps Engineer will join an experienced and cross…",Remote,https://uk.indeed.com/rc/clk?jk=d1b38e1b28e0fd17&fccid=f4901df633921284&vjs=3
578,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
579,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
580,Senior / Lead React Developer,Team ITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEhSyAj73O13TzlNxSF6smSxvK5674L2BXcHCNsO9d0seM9gSznBad9bOBT7-O9xty3EM4MOwBJTZVSzNBlrZ3tIf-Ic5j3_Ol7L117fP6ubetF2I9D7VGDpx6URatFhMXWx6qncukRZFEn8rSHYn5_mcv-SM4Id1IgvIKxfjAqfIW5bsOnvUb_FXpuNsrJjkToVHdhGTepymRCry7-mVCUlFTlxG9FukRWEzlUunIGO-zQgVdz6rQaJfsOt6uZhHH9aYq3yypxx0Wg00d9mlTLirCBqYjWDAR_GW-PF3mJzSDl1opgtVpSL9h5qlfjrie6TOmt4UneWErHDhIiXAvGP5Wefp7EppleDUJpX5A3w3YoB7eLvdlwQvmJWicfR4URne0asz3E-RRIQzI2t-SV06_w4qNcP-Kx1c21dxRKxyC3uAcahmR9ROn3obDEVjfGbtZ7vUGreJ4C7MFDCEwbKJzI4315d7_skCcQchvRxgjB_Vh1LUSBuoaHR8b_FKuimZRKqakB-QVDvh2UJoyQwCpkQDu19_v7tTcj9WJxgdhpG98URY2-tMJMy_RgROKPME1XPFH-sPsvm03Ov7lpWOzPCqXBPXH49F3tmOHscMgRlRAGCr9E79fig9iKJ8U7XtivEvqVjGXf3_LA-FRIT_q_UlWSW3LqkmrDZAJYg0xE37GVe5G4CyAC9cPE0Kq2sNA_jHMkZZ7YwB8H2EQycdxojAYt_-gqYFoii1F22TI72EY8jynnVwAk3QGDs02yTSUTP715i-yX-N9im2-7ObjxQ-UxY6cuiBoWtBQb3yR5xxVBn8V5IXHPBGNFTXNLE2mdT3nSxo7BtqTA_hr_UAFUrSBC89AZVP71tLVtJ8kmZMJggk40EoGtWLK177T_e_rZ9ztoeBbx5h16ugE7vcZfo_VwU70o3qMtEkTyOYCvET6NYSbjQ==&p=7&fvj=0&vjs=3
581,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
582,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
583,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
584,"Senior Backend Engineer (Python) - Payments - Europe, Remote",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=cefc362cf84bd06e&fccid=56947a13dff13841&vjs=3
585,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
586,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
587,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
588,Senior Android Developer,Crimson Panda,,"Strong passion for best practice software development.
Able to nurture talent and delegate ownership to junior team members to help their development.",Remote,https://uk.indeed.com/rc/clk?jk=5554333ed1825242&fccid=1fc10225da74be0d&vjs=3
589,"Senior Backend Engineer (Python) - Europe, Remote - US Time...",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=0c53dc3666a330b8&fccid=56947a13dff13841&vjs=3
590,Senior Go Developer - API as Integration,Tyk Technologies,,"Designing highly-available distributed software.
Passion for continuously improvement software delivery lifecycle.
Strong backend engineering experience in Go.",Remote,https://uk.indeed.com/rc/clk?jk=286bb01f18024d25&fccid=9bb8592b4cd180d0&vjs=3
591,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
592,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
593,DevOps Engineer - Azure - United Kingdom,Solo Search,,"Experience of mentoring more junior members of the team.
Suitable for: DevOps Engineer with approx.
The Azure DevOps Engineer will join an experienced and cross…",Remote,https://uk.indeed.com/rc/clk?jk=d1b38e1b28e0fd17&fccid=f4901df633921284&vjs=3
594,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
595,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
596,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
597,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
598,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
599,"Senior Backend Engineer (Python) - Payments - Europe, Remote",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=cefc362cf84bd06e&fccid=56947a13dff13841&vjs=3
600,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
601,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
602,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
603,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
604,Senior SAP Core Insurance Architect: Policy Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=b496ed30f2c88532&fccid=0d6aec866fba2ad5&vjs=3
605,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
606,Senior ReactJS Engineer,MyBuilder,,"Design, architect, and build large and complex react applications.
Work with product and design to understand functional requirement and overall user experience…",Temporarily Remote,https://uk.indeed.com/rc/clk?jk=a3c988a11ff15e0b&fccid=5b12060045d1cae5&vjs=3
607,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
608,Lead Full Stack Developer,CGI,,"Manage, coach and develop junior members of the team and the wider community.
You will be responsible for the development and enhancements of both existing and…",United Kingdom,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AwNYbbrIiFUY_bK9miBApsy6K8R1m3kdl51aZE2TVIF8cQeCw2Kf64vF0-18Dds1VRdLbRzGEAQHJbCT_Dg6CgaSl8yKp6ed_KxDE5vJ63tHRtbVXaVvm_RQtruV7melCKzpyOfa06L2mCG1rdt6YKVcmvYwLzRIX-1eY21oRfV39ILyvQDognlBqkzeW9amPYLDGvgxmzSZ6LSMyox_HHcbsfvFbhT_G-ppLLvMGhaUreyzSrO35B7-LwEo8T8l3KqnLUqUvzgCRExEIVv34gre9gAHIlJbGZHzzD9BXlkwwF4PGZdaQ5LkL_ehQ_wu6aFTiiUsT6Q78ofQPZ0YLaHMSqAumkoVjPkzgl7YRYQzCO85S8i1vGtrXu3aTafblYemirVIeEwHCp8Y09uKu_qB-dYqwaSKDf_xDXuQbxskGc7z5QmclITnnA_nH3QxLTTSCuIdrc1AA5QNeQXhK0whiFBEtV-5fVubGlvobZ4_IiAuiwT_WzP6D447Vm8kU=&p=5&fvj=1&vjs=3
609,Senior React Developer,Luxus Worldwide,,"Familiarity with the principles of Agile software development.
Mentor junior developers and ensure they become good team members with good communication and…",Remote,https://uk.indeed.com/rc/clk?jk=a61c1e97aa1fee07&fccid=d0361cbc2124a094&vjs=3
610,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
611,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
612,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
